1.00
1.40
0.10
  1251
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
    923       0.424010     26562.     5.70266E-01     6.54003E-07     9.52483E-01
    922       0.424034     26559.     5.70195E-01     6.54331E-07     9.52537E-01
    921       0.424058     26557.     5.70124E-01     6.54659E-07     9.52592E-01
    920       0.424083     26554.     5.70052E-01     6.54987E-07     9.52646E-01
    919       0.424107     26551.     5.69980E-01     6.55314E-07     9.52700E-01
    918       0.424131     26549.     5.69907E-01     6.55641E-07     9.52755E-01
    917       0.424155     26546.     5.69834E-01     6.55968E-07     9.52809E-01
    916       0.424180     26543.     5.69760E-01     6.56295E-07     9.52864E-01
    915       0.424204     26541.     5.69685E-01     6.56621E-07     9.52918E-01
    914       0.424228     26538.     5.69610E-01     6.56947E-07     9.52973E-01
    913       0.424252     26535.     5.69535E-01     6.57273E-07     9.53027E-01
    912       0.424277     26533.     5.69459E-01     6.57599E-07     9.53082E-01
    911       0.424301     26530.     5.69382E-01     6.57925E-07     9.53136E-01
    910       0.424325     26527.     5.69305E-01     6.58250E-07     9.53191E-01
    909       0.424349     26525.     5.69227E-01     6.58575E-07     9.53245E-01
    908       0.424374     26522.     5.69149E-01     6.58900E-07     9.53300E-01
    907       0.424398     26519.     5.69070E-01     6.59225E-07     9.53354E-01
    906       0.424422     26517.     5.68990E-01     6.59549E-07     9.53408E-01
    905       0.424446     26514.     5.68911E-01     6.59874E-07     9.53463E-01
    904       0.424471     26512.     5.68830E-01     6.60198E-07     9.53517E-01
    903       0.424495     26509.     5.68749E-01     6.60521E-07     9.53572E-01
    902       0.424519     26506.     5.68667E-01     6.60845E-07     9.53626E-01
    901       0.424543     26504.     5.68585E-01     6.61168E-07     9.53681E-01
    900       0.424568     26501.     5.68502E-01     6.61491E-07     9.53735E-01
    899       0.424592     26498.     5.68419E-01     6.61814E-07     9.53790E-01
    898       0.424616     26496.     5.68335E-01     6.62137E-07     9.53844E-01
    897       0.424640     26493.     5.68251E-01     6.62459E-07     9.53899E-01
    896       0.424665     26491.     5.68166E-01     6.62782E-07     9.53953E-01
    895       0.424689     26488.     5.68080E-01     6.63104E-07     9.54008E-01
    894       0.424713     26485.     5.67994E-01     6.63425E-07     9.54062E-01
    893       0.424738     26483.     5.67907E-01     6.63747E-07     9.54117E-01
    892       0.424762     26480.     5.67820E-01     6.64068E-07     9.54171E-01
    891       0.424786     26478.     5.67733E-01     6.64389E-07     9.54226E-01
